node1,node1_type,node1_size,node2,node2_type,node2_size
"Daunorubicin","drug","22","CEBPA","gene","15"
"Daunorubicin","drug","22","SPI1","gene","15"
"Daunorubicin","drug","22","Kaposi's sarcoma","disease","15"
"Daunorubicin","drug","22","BCL2","gene","15"
"Daunorubicin","drug","22","FGF3","gene","15"
"Daunorubicin","drug","22","TP53","gene","15"
"Daunorubicin","drug","22","TYMS","gene","15"
"Daunorubicin","drug","22","SETD4","gene","15"
"Daunorubicin","drug","22","rs5030868","snp","15"
"Daunorubicin","drug","22","CBR3","gene","15"
"Daunorubicin","drug","22","NRP2","gene","15"
"Daunorubicin","drug","22","rs34743033","snp","15"
"Daunorubicin","drug","22","rs10932125","snp","15"
"Daunorubicin","drug","22","G6PD","gene","15"
"Daunorubicin","drug","22","rs3750518","snp","15"
"Daunorubicin","drug","22","rs2835285","snp","15"
"Daunorubicin","drug","22","Asparaginase","drug","15"
"Daunorubicin","drug","22","Methotrexate","drug","15"
"Daunorubicin","drug","22","Cyclophosphamide","drug","15"
"Daunorubicin","drug","22","Doxorubicin","drug","15"
"Daunorubicin","drug","22","Dexamethasone","drug","15"
"Daunorubicin","drug","22","Cytarabine","drug","15"
"Daunorubicin","drug","22","6-mercaptopurine","drug","15"
"Daunorubicin","drug","22","Idarubicin","drug","15"
"Daunorubicin","drug","22","C18orf56","gene","15"
"Daunorubicin","drug","22","C1orf144","gene","15"
"Daunorubicin","drug","22","CBR1","gene","15"
"Daunorubicin","drug","22","ABCB1","gene","15"
"Daunorubicin","drug","22","MAN1B1","gene","15"
"Daunorubicin","drug","22","rs1143663","snp","15"
"Daunorubicin","drug","22","rs41557318","snp","15"
"Daunorubicin","drug","22","rs6603859","snp","15"
"Daunorubicin","drug","22","rs7929521","snp","15"
"Asparaginase","drug","22","Acute lymphoblastic leukemia (ALL) (precursor B lymphoblastic leukemia)","disease","15"
"Asparaginase","drug","22","BCR","gene","15"
"Asparaginase","drug","22","ABL1","gene","15"
"Asparaginase","drug","22","KMT2A","gene","15"
"Asparaginase","drug","22","AFF1","gene","15"
"Asparaginase","drug","22","TCF3","gene","15"
"Asparaginase","drug","22","PBX1","gene","15"
"Asparaginase","drug","22","MYC","gene","15"
"Asparaginase","drug","22","ETV6","gene","15"
"Asparaginase","drug","22","RUNX1","gene","15"
"Asparaginase","drug","22","Vincristine","drug","15"
"Asparaginase","drug","22","Prednisone","drug","15"
"Asparaginase","drug","22","Daunorubicin","drug","15"
"Asparaginase","drug","22","Acute lymphoblastic leukemia (ALL) (precursor T lymphoblastic leukemia)","disease","15"
"Asparaginase","drug","22","NOTCH1","gene","15"
"Asparaginase","drug","22","TAL1","gene","15"
"Asparaginase","drug","22","LYL1","gene","15"
"Asparaginase","drug","22","MLLT1","gene","15"
"Asparaginase","drug","22","TLX1","gene","15"
"Asparaginase","drug","22","LMO2","gene","15"
"Asparaginase","drug","22","TLX3","gene","15"
"Asparaginase","drug","22","TYMS","gene","15"
"Asparaginase","drug","22","rs4958381","snp","15"
"Asparaginase","drug","22","Methotrexate","drug","15"
"Asparaginase","drug","22","Cyclophosphamide","drug","15"
"Asparaginase","drug","22","Doxorubicin","drug","15"
"Asparaginase","drug","22","Dexamethasone","drug","15"
"Asparaginase","drug","22","Cytarabine","drug","15"
"Asparaginase","drug","22","6-mercaptopurine","drug","15"
"Asparaginase","drug","22","C18orf56","gene","15"
"Asparaginase","drug","22","PYGL","gene","15"
"Asparaginase","drug","22","rs34743033","snp","15"
"Asparaginase","drug","22","rs7142143","snp","15"
"Methotrexate","drug","22","Acute lymphoblastic leukemia (ALL) (precursor B lymphoblastic leukemia)","disease","15"
"Methotrexate","drug","22","BCR","gene","15"
"Methotrexate","drug","22","ABL1","gene","15"
"Methotrexate","drug","22","KMT2A","gene","15"
"Methotrexate","drug","22","AFF1","gene","15"
"Methotrexate","drug","22","TCF3","gene","15"
"Methotrexate","drug","22","PBX1","gene","15"
"Methotrexate","drug","22","MYC","gene","15"
"Methotrexate","drug","22","ETV6","gene","15"
"Methotrexate","drug","22","RUNX1","gene","15"
"Methotrexate","drug","22","Vincristine","drug","15"
"Methotrexate","drug","22","Prednisone","drug","15"
"Methotrexate","drug","22","Daunorubicin","drug","15"
"Methotrexate","drug","22","Asparaginase","drug","15"
"Methotrexate","drug","22","Acute lymphoblastic leukemia (ALL) (precursor T lymphoblastic leukemia)","disease","15"
"Methotrexate","drug","22","NOTCH1","gene","15"
"Methotrexate","drug","22","TAL1","gene","15"
"Methotrexate","drug","22","LYL1","gene","15"
"Methotrexate","drug","22","MLLT1","gene","15"
"Methotrexate","drug","22","TLX1","gene","15"
"Methotrexate","drug","22","LMO2","gene","15"
"Methotrexate","drug","22","TLX3","gene","15"
"Methotrexate","drug","22","Bladder cancer","disease","15"
"Methotrexate","drug","22","HRAS","gene","15"
"Methotrexate","drug","22","FGFR3","gene","15"
"Methotrexate","drug","22","CDKN2A","gene","15"
"Methotrexate","drug","22","TP53","gene","15"
"Methotrexate","drug","22","RB1","gene","15"
"Methotrexate","drug","22","EGFR","gene","15"
"Methotrexate","drug","22","ERBB2","gene","15"
"Methotrexate","drug","22","RASSF1","gene","15"
"Methotrexate","drug","22","DAPK1","gene","15"
"Methotrexate","drug","22","Gemcitabine","drug","15"
"Methotrexate","drug","22","Cisplatin (M-VAC)","drug","15"
"Methotrexate","drug","22","Penile cancer","disease","15"
"Methotrexate","drug","22","BMI1","gene","15"
"Methotrexate","drug","22","MDM2","gene","15"
"Methotrexate","drug","22","CDH1","gene","15"
"Methotrexate","drug","22","MMP2","gene","15"
"Methotrexate","drug","22","MMP9","gene","15"
"Methotrexate","drug","22","PTGS2","gene","15"
"Methotrexate","drug","22","PTGES2","gene","15"
"Methotrexate","drug","22","Bleomycin","drug","15"
"Methotrexate","drug","22","Cisplatin","drug","15"
"Methotrexate","drug","22","Choriocarcinoma","disease","15"
"Methotrexate","drug","22","CSF1R","gene","15"
"Methotrexate","drug","22","BCL2","gene","15"
"Methotrexate","drug","22","MMP1","gene","15"
"Methotrexate","drug","22","Vulvar cancer","disease","15"
"Methotrexate","drug","22","PTEN","gene","15"
"Methotrexate","drug","22","Osteosarcoma","disease","15"
"Methotrexate","drug","22","TSPAN31","gene","15"
"Methotrexate","drug","22","CDKN2B","gene","15"
"Methotrexate","drug","22","Ifosfamide","drug","15"
"Methotrexate","drug","22","Graft-versus-host disease","disease","15"
"Methotrexate","drug","22","TNF","gene","15"
"Methotrexate","drug","22","IL10","gene","15"
"Methotrexate","drug","22","IL1A","gene","15"
"Methotrexate","drug","22","IL1RN","gene","15"
"Methotrexate","drug","22","IFNG","gene","15"
"Methotrexate","drug","22","IL6","gene","15"
"Methotrexate","drug","22","TGFB1","gene","15"
"Methotrexate","drug","22","TGFB2","gene","15"
"Methotrexate","drug","22","TGFB3","gene","15"
"Methotrexate","drug","22","IL13","gene","15"
"Methotrexate","drug","22","TNFRSF1B","gene","15"
"Methotrexate","drug","22","IL2","gene","15"
"Methotrexate","drug","22","Cyclosporine A (CsA)","drug","15"
"Methotrexate","drug","22","Tacrolimus (FK506)","drug","15"
"Methotrexate","drug","22","Atopic dermatitis","disease","15"
"Methotrexate","drug","22","FLG","gene","15"
"Methotrexate","drug","22","IRAK2","gene","15"
"Methotrexate","drug","22","IL4R","gene","15"
"Methotrexate","drug","22","SPINK5","gene","15"
"Methotrexate","drug","22","CCL5","gene","15"
"Methotrexate","drug","22","NOD1","gene","15"
"Methotrexate","drug","22","NOD2","gene","15"
"Methotrexate","drug","22","TLR2","gene","15"
"Methotrexate","drug","22","TLR9","gene","15"
"Methotrexate","drug","22","COL6A5","gene","15"
"Methotrexate","drug","22","Clobetasol","drug","15"
"Methotrexate","drug","22","Halobetasol propionate","drug","15"
"Methotrexate","drug","22","Betamethasone","drug","15"
"Methotrexate","drug","22","Desoximetasone","drug","15"
"Methotrexate","drug","22","Fluocinonide","drug","15"
"Methotrexate","drug","22","Fluticasone","drug","15"
"Methotrexate","drug","22","Triamcinolone","drug","15"
"Methotrexate","drug","22","Hydrocortisone","drug","15"
"Methotrexate","drug","22","Mometasone","drug","15"
"Methotrexate","drug","22","Cyclosporine","drug","15"
"Methotrexate","drug","22","TYMS","gene","15"
"Methotrexate","drug","22","TLR4","gene","15"
"Methotrexate","drug","22","FPGS","gene","15"
"Methotrexate","drug","22","rs1695","snp","15"
"Methotrexate","drug","22","rs6920220","snp","15"
"Methotrexate","drug","22","rs1128503","snp","15"
"Methotrexate","drug","22","NALCN","gene","15"
"Methotrexate","drug","22","SLC22A6","gene","15"
"Methotrexate","drug","22","SLC46A1","gene","15"
"Methotrexate","drug","22","ADA","gene","15"
"Methotrexate","drug","22","rs2853539","snp","15"
"Methotrexate","drug","22","rs2273697","snp","15"
"Methotrexate","drug","22","rs4148396","snp","15"
"Methotrexate","drug","22","CDK9","gene","15"
"Methotrexate","drug","22","rs1051266","snp","15"
"Methotrexate","drug","22","rs13181","snp","15"
"Methotrexate","drug","22","rs4149015","snp","15"
"Methotrexate","drug","22","rs9895420","snp","15"
"Methotrexate","drug","22","rs244076","snp","15"
"Methotrexate","drug","22","rs34489327","snp","15"
"Methotrexate","drug","22","rs2274407","snp","15"
"Methotrexate","drug","22","FGFR4","gene","15"
"Methotrexate","drug","22","FOLR1","gene","15"
"Methotrexate","drug","22","rs1105525","snp","15"
"Methotrexate","drug","22","rs1054774","snp","15"
"Methotrexate","drug","22","MTHFR","gene","15"
"Methotrexate","drug","22","Precursor Cell Lymphoblastic Leukemia-Lymphoma","disease","15"
"Methotrexate","drug","22","Mercaptopurine","drug","15"
"Methotrexate","drug","22","Drug Toxicity","disease","15"
"Methotrexate","drug","22","Cyclophosphamide","drug","15"
"Methotrexate","drug","22","Doxorubicin","drug","15"
"Methotrexate","drug","22","Dexamethasone","drug","15"
"Methotrexate","drug","22","Cytarabine","drug","15"
"Methotrexate","drug","22","6-mercaptopurine","drug","15"
"Methotrexate","drug","22","Vinblastine","drug","15"
"Methotrexate","drug","22","Doxorubicin (Adriamycin)","drug","15"
"Methotrexate","drug","22","Fluorouracil","drug","15"
"Methotrexate","drug","22","Dactinomycin","drug","15"
"Methotrexate","drug","22","Etoposide","drug","15"
"Methotrexate","drug","22","Mitomycin","drug","15"
"Methotrexate","drug","22","Corticosteroid","drug","15"
"Methotrexate","drug","22","Mycophenolate mofetil (MMF)","drug","15"
"Methotrexate","drug","22","Antithymocyte globulin (ATG)","drug","15"
"Methotrexate","drug","22","Alemtuzumab","drug","15"
"Methotrexate","drug","22","Methylprednisolone","drug","15"
"Methotrexate","drug","22","Daclizumab","drug","15"
"Methotrexate","drug","22","Infliximab","drug","15"
"Methotrexate","drug","22","Prednison","drug","15"
"Methotrexate","drug","22","Azathioprine","drug","15"
"Methotrexate","drug","22","Mycophenolate mofeti","drug","15"
"Methotrexate","drug","22","Alitretinoin","drug","15"
"Methotrexate","drug","22","Prednisolone","drug","15"
"Methotrexate","drug","22","ABCC2","gene","15"
"Methotrexate","drug","22","SLCO1B1","gene","15"
"Methotrexate","drug","22","ENOSF1","gene","15"
"Methotrexate","drug","22","ARID5B","gene","15"
"Methotrexate","drug","22","C18orf56","gene","15"
"Methotrexate","drug","22","KLC3","gene","15"
"Methotrexate","drug","22","C1orf167","gene","15"
"Methotrexate","drug","22","DHFR","gene","15"
"Methotrexate","drug","22","DPYD","gene","15"
"Methotrexate","drug","22","FASTKD3","gene","15"
"Methotrexate","drug","22","CYTSA","gene","15"
"Methotrexate","drug","22","DDRGK1","gene","15"
"Methotrexate","drug","22","ABCC1","gene","15"
"Methotrexate","drug","22","ADORA2A","gene","15"
"Methotrexate","drug","22","AMPD1","gene","15"
"Methotrexate","drug","22","ATIC","gene","15"
"Methotrexate","drug","22","NOS3","gene","15"
"Methotrexate","drug","22","CLCN6","gene","15"
"Methotrexate","drug","22","ABCB1","gene","15"
"Methotrexate","drug","22","COL18A1","gene","15"
"Methotrexate","drug","22","ENG","gene","15"
"Methotrexate","drug","22","ERCC2","gene","15"
"Methotrexate","drug","22","FOLH1","gene","15"
"Methotrexate","drug","22","GSTP1","gene","15"
"Methotrexate","drug","22","ITPA","gene","15"
"Methotrexate","drug","22","MSH3","gene","15"
"Methotrexate","drug","22","MTHFD1","gene","15"
"Methotrexate","drug","22","MTR","gene","15"
"Methotrexate","drug","22","MTRR","gene","15"
"Methotrexate","drug","22","SLC19A1","gene","15"
"Methotrexate","drug","22","SLCO1A2","gene","15"
"Methotrexate","drug","22","PACSIN2","gene","15"
"Methotrexate","drug","22","PTPN22","gene","15"
"Methotrexate","drug","22","PYGL","gene","15"
"Methotrexate","drug","22","HLA-G","gene","15"
"Methotrexate","drug","22","TPMT","gene","15"
"Methotrexate","drug","22","SHMT1","gene","15"
"Methotrexate","drug","22","SLC16A7","gene","15"
"Methotrexate","drug","22","SLCO1B3","gene","15"
"Methotrexate","drug","22","ABCC3","gene","15"
"Methotrexate","drug","22","SMCR8","gene","15"
"Methotrexate","drug","22","SLC22A8","gene","15"
"Methotrexate","drug","22","ABCG2","gene","15"
"Methotrexate","drug","22","ABCC4","gene","15"
"Methotrexate","drug","22","GGH","gene","15"
"Methotrexate","drug","22","CCND1","gene","15"
"Methotrexate","drug","22","rs10072026","snp","15"
"Methotrexate","drug","22","rs1045642","snp","15"
"Methotrexate","drug","22","rs10821936","snp","15"
"Methotrexate","drug","22","rs10994982","snp","15"
"Methotrexate","drug","22","rs11045821","snp","15"
"Methotrexate","drug","22","rs11045872","snp","15"
"Methotrexate","drug","22","rs11045879","snp","15"
"Methotrexate","drug","22","rs1127354","snp","15"
"Methotrexate","drug","22","rs1131596","snp","15"
"Methotrexate","drug","22","rs1142345","snp","15"
"Methotrexate","drug","22","rs11545078","snp","15"
"Methotrexate","drug","22","rs11702425","snp","15"
"Methotrexate","drug","22","rs11786893","snp","15"
"Methotrexate","drug","22","rs1232027","snp","15"
"Methotrexate","drug","22","rs12517451","snp","15"
"Methotrexate","drug","22","rs12681874","snp","15"
"Methotrexate","drug","22","rs12995526","snp","15"
"Methotrexate","drug","22","rs13120400","snp","15"
"Methotrexate","drug","22","rs1544105","snp","15"
"Methotrexate","drug","22","rs1643657","snp","15"
"Methotrexate","drug","22","rs16853834","snp","15"
"Methotrexate","drug","22","rs17222723","snp","15"
"Methotrexate","drug","22","rs17602729","snp","15"
"Methotrexate","drug","22","rs17731538","snp","15"
"Methotrexate","drug","22","rs1799793","snp","15"
"Methotrexate","drug","22","rs1799983","snp","15"
"Methotrexate","drug","22","rs1800909","snp","15"
"Methotrexate","drug","22","rs1801131","snp","15"
"Methotrexate","drug","22","rs1801133","snp","15"
"Methotrexate","drug","22","rs1801394","snp","15"
"Methotrexate","drug","22","rs1805087","snp","15"
"Methotrexate","drug","22","rs1979277","snp","15"
"Methotrexate","drug","22","rs2070744","snp","15"
"Methotrexate","drug","22","rs2231142","snp","15"
"Methotrexate","drug","22","rs2236225","snp","15"
"Methotrexate","drug","22","rs2236624","snp","15"
"Methotrexate","drug","22","rs2238476","snp","15"
"Methotrexate","drug","22","rs2267076","snp","15"
"Methotrexate","drug","22","rs2274808","snp","15"
"Methotrexate","drug","22","rs2298383","snp","15"
"Methotrexate","drug","22","rs2306283","snp","15"
"Methotrexate","drug","22","rs2372536","snp","15"
"Methotrexate","drug","22","rs2413739","snp","15"
"Methotrexate","drug","22","rs246240","snp","15"
"Methotrexate","drug","22","rs2476601","snp","15"
"Methotrexate","drug","22","rs28364006","snp","15"
"Methotrexate","drug","22","rs2838956","snp","15"
"Methotrexate","drug","22","rs34743033","snp","15"
"Methotrexate","drug","22","rs351855","snp","15"
"Methotrexate","drug","22","rs35592","snp","15"
"Methotrexate","drug","22","rs3740065","snp","15"
"Methotrexate","drug","22","rs3740066","snp","15"
"Methotrexate","drug","22","rs3758149","snp","15"
"Methotrexate","drug","22","rs3761422","snp","15"
"Methotrexate","drug","22","rs3763980","snp","15"
"Methotrexate","drug","22","rs3784862","snp","15"
"Methotrexate","drug","22","rs3821353","snp","15"
"Methotrexate","drug","22","rs4149056","snp","15"
"Methotrexate","drug","22","rs4149081","snp","15"
"Methotrexate","drug","22","rs4451422","snp","15"
"Methotrexate","drug","22","rs45445694","snp","15"
"Methotrexate","drug","22","rs45589337","snp","15"
"Methotrexate","drug","22","rs4673993","snp","15"
"Methotrexate","drug","22","rs4846051","snp","15"
"Methotrexate","drug","22","rs4888024","snp","15"
"Methotrexate","drug","22","rs4986790","snp","15"
"Methotrexate","drug","22","rs5751876","snp","15"
"Methotrexate","drug","22","rs5760410","snp","15"
"Methotrexate","drug","22","rs61886492","snp","15"
"Methotrexate","drug","22","rs66554220","snp","15"
"Methotrexate","drug","22","rs70991108","snp","15"
"Methotrexate","drug","22","rs7142143","snp","15"
"Methotrexate","drug","22","rs717620","snp","15"
"Methotrexate","drug","22","rs7279445","snp","15"
"Methotrexate","drug","22","rs7387","snp","15"
"Methotrexate","drug","22","rs7499","snp","15"
"Methotrexate","drug","22","rs7563206","snp","15"
"Methotrexate","drug","22","rs7992226","snp","15"
"Methotrexate","drug","22","rs8187710","snp","15"
"Methotrexate","drug","22","rs9344","snp","15"
"Methotrexate","drug","22","rs9345389","snp","15"
"Methotrexate","drug","22","rs9516519","snp","15"
"Methotrexate","drug","22","rs9977268","snp","15"
"Cyclophosphamide","drug","22","Acute lymphoblastic leukemia (ALL) (precursor B lymphoblastic leukemia)","disease","15"
"Cyclophosphamide","drug","22","BCR","gene","15"
"Cyclophosphamide","drug","22","ABL1","gene","15"
"Cyclophosphamide","drug","22","KMT2A","gene","15"
"Cyclophosphamide","drug","22","AFF1","gene","15"
"Cyclophosphamide","drug","22","TCF3","gene","15"
"Cyclophosphamide","drug","22","PBX1","gene","15"
"Cyclophosphamide","drug","22","MYC","gene","15"
"Cyclophosphamide","drug","22","ETV6","gene","15"
"Cyclophosphamide","drug","22","RUNX1","gene","15"
"Cyclophosphamide","drug","22","Vincristine","drug","15"
"Cyclophosphamide","drug","22","Prednisone","drug","15"
"Cyclophosphamide","drug","22","Daunorubicin","drug","15"
"Cyclophosphamide","drug","22","Asparaginase","drug","15"
"Cyclophosphamide","drug","22","Methotrexate","drug","15"
"Cyclophosphamide","drug","22","Acute lymphoblastic leukemia (ALL) (precursor T lymphoblastic leukemia)","disease","15"
"Cyclophosphamide","drug","22","NOTCH1","gene","15"
"Cyclophosphamide","drug","22","TAL1","gene","15"
"Cyclophosphamide","drug","22","LYL1","gene","15"
"Cyclophosphamide","drug","22","MLLT1","gene","15"
"Cyclophosphamide","drug","22","TLX1","gene","15"
"Cyclophosphamide","drug","22","LMO2","gene","15"
"Cyclophosphamide","drug","22","TLX3","gene","15"
"Cyclophosphamide","drug","22","Chronic lymphocytic leukemia (CLL)","disease","15"
"Cyclophosphamide","drug","22","BCL2","gene","15"
"Cyclophosphamide","drug","22","TP53","gene","15"
"Cyclophosphamide","drug","22","ATM","gene","15"
"Cyclophosphamide","drug","22","FAS","gene","15"
"Cyclophosphamide","drug","22","Fludarabine","drug","15"
"Cyclophosphamide","drug","22","Hodgkin lymphoma","disease","15"
"Cyclophosphamide","drug","22","NFKBIA","gene","15"
"Cyclophosphamide","drug","22","NFKBIE","gene","15"
"Cyclophosphamide","drug","22","REL","gene","15"
"Cyclophosphamide","drug","22","Doxorubicin (Adriamycin)","drug","15"
"Cyclophosphamide","drug","22","Bleomycin","drug","15"
"Cyclophosphamide","drug","22","Vinblastine","drug","15"
"Cyclophosphamide","drug","22","Dacarbazine (ABVD)","drug","15"
"Cyclophosphamide","drug","22","Mechlorethamine","drug","15"
"Cyclophosphamide","drug","22","Etoposide","drug","15"
"Cyclophosphamide","drug","22","Burkitt lymphoma","disease","15"
"Cyclophosphamide","drug","22","CDKN2A","gene","15"
"Cyclophosphamide","drug","22","Adult T-cell leukemia","disease","15"
"Cyclophosphamide","drug","22","Lymphoplasmacytic lymphoma","disease","15"
"Cyclophosphamide","drug","22","PAX5","gene","15"
"Cyclophosphamide","drug","22","Choriocarcinoma","disease","15"
"Cyclophosphamide","drug","22","MDM2","gene","15"
"Cyclophosphamide","drug","22","EGFR","gene","15"
"Cyclophosphamide","drug","22","ERBB2","gene","15"
"Cyclophosphamide","drug","22","CSF1R","gene","15"
"Cyclophosphamide","drug","22","MMP1","gene","15"
"Cyclophosphamide","drug","22","MMP2","gene","15"
"Cyclophosphamide","drug","22","Dactinomycin","drug","15"
"Cyclophosphamide","drug","22","Breast cancer","disease","15"
"Cyclophosphamide","drug","22","BRCA1","gene","15"
"Cyclophosphamide","drug","22","BRCA2","gene","15"
"Cyclophosphamide","drug","22","RB1","gene","15"
"Cyclophosphamide","drug","22","PTEN","gene","15"
"Cyclophosphamide","drug","22","CDH1","gene","15"
"Cyclophosphamide","drug","22","CCND1","gene","15"
"Cyclophosphamide","drug","22","Tamoxifen","drug","15"
"Cyclophosphamide","drug","22","Anastrozole","drug","15"
"Cyclophosphamide","drug","22","Letrozole","drug","15"
"Cyclophosphamide","drug","22","Exemestane","drug","15"
"Cyclophosphamide","drug","22","Ewing's sarcoma","disease","15"
"Cyclophosphamide","drug","22","EWSR1","gene","15"
"Cyclophosphamide","drug","22","FLI1","gene","15"
"Cyclophosphamide","drug","22","ERG","gene","15"
"Cyclophosphamide","drug","22","ETV1","gene","15"
"Cyclophosphamide","drug","22","ETV4","gene","15"
"Cyclophosphamide","drug","22","FEV","gene","15"
"Cyclophosphamide","drug","22","Neuroblastoma","disease","15"
"Cyclophosphamide","drug","22","MYCN","gene","15"
"Cyclophosphamide","drug","22","NTRK1","gene","15"
"Cyclophosphamide","drug","22","NTRK2","gene","15"
"Cyclophosphamide","drug","22","NTRK3","gene","15"
"Cyclophosphamide","drug","22","Systemic lupus erythematosus","disease","15"
"Cyclophosphamide","drug","22","3123","gene","15"
"Cyclophosphamide","drug","22","3117","gene","15"
"Cyclophosphamide","drug","22","3119","gene","15"
"Cyclophosphamide","drug","22","C2","gene","15"
"Cyclophosphamide","drug","22","C4A","gene","15"
"Cyclophosphamide","drug","22","TNF","gene","15"
"Cyclophosphamide","drug","22","FCGR2A","gene","15"
"Cyclophosphamide","drug","22","FCGR2B","gene","15"
"Cyclophosphamide","drug","22","FCGR3A","gene","15"
"Cyclophosphamide","drug","22","FCGR3B","gene","15"
"Cyclophosphamide","drug","22","PARP (polymorphism)","gene","15"
"Cyclophosphamide","drug","22","CRP","gene","15"
"Cyclophosphamide","drug","22","TLR5","gene","15"
"Cyclophosphamide","drug","22","PDCD1","gene","15"
"Cyclophosphamide","drug","22","ZNF423","gene","15"
"Cyclophosphamide","drug","22","NSAID","drug","15"
"Cyclophosphamide","drug","22","Hydroxychloroquine","drug","15"
"Cyclophosphamide","drug","22","Methylprednisolone","drug","15"
"Cyclophosphamide","drug","22","Nephrotic syndrome and focal segmental glomerulosclerosis","disease","15"
"Cyclophosphamide","drug","22","NPHS1","gene","15"
"Cyclophosphamide","drug","22","NPHS2","gene","15"
"Cyclophosphamide","drug","22","WT1","gene","15"
"Cyclophosphamide","drug","22","PLCE1","gene","15"
"Cyclophosphamide","drug","22","ACTN4","gene","15"
"Cyclophosphamide","drug","22","TRPC6","gene","15"
"Cyclophosphamide","drug","22","CD2AP","gene","15"
"Cyclophosphamide","drug","22","INF2","gene","15"
"Cyclophosphamide","drug","22","Prednisolone","drug","15"
"Cyclophosphamide","drug","22","Cyclosporine","drug","15"
"Cyclophosphamide","drug","22","Mizoribine","drug","15"
"Cyclophosphamide","drug","22","TYMS","gene","15"
"Cyclophosphamide","drug","22","CYP3A5","gene","15"
"Cyclophosphamide","drug","22","CYP2C8","gene","15"
"Cyclophosphamide","drug","22","IL8","gene","15"
"Cyclophosphamide","drug","22","CYP2B6","gene","15"
"Cyclophosphamide","drug","22","CYP3A","gene","15"
"Cyclophosphamide","drug","22","SOD2","gene","15"
"Cyclophosphamide","drug","22","rs1695","snp","15"
"Cyclophosphamide","drug","22","rs1801274","snp","15"
"Cyclophosphamide","drug","22","rs1883112","snp","15"
"Cyclophosphamide","drug","22","rs25487","snp","15"
"Cyclophosphamide","drug","22","rs6413432","snp","15"
"Cyclophosphamide","drug","22","rs13181","snp","15"
"Cyclophosphamide","drug","22","rs723685","snp","15"
"Cyclophosphamide","drug","22","FGFR4","gene","15"
"Cyclophosphamide","drug","22","MTHFR","gene","15"
"Cyclophosphamide","drug","22","NOS3","gene","15"
"Cyclophosphamide","drug","22","rs3211371","snp","15"
"Cyclophosphamide","drug","22","rs4986893","snp","15"
"Cyclophosphamide","drug","22","rs1801133","snp","15"
"Cyclophosphamide","drug","22","rs9561778","snp","15"
"Cyclophosphamide","drug","22","NQO2","gene","15"
"Cyclophosphamide","drug","22","GSTM3","gene","15"
"Cyclophosphamide","drug","22","rs1805087","snp","15"
"Cyclophosphamide","drug","22","rs4673","snp","15"
"Cyclophosphamide","drug","22","rs3745274","snp","15"
"Cyclophosphamide","drug","22","rs2070676","snp","15"
"Cyclophosphamide","drug","22","cytochrome P450, family 2, subfamily B, polypeptide 6","gene","15"
"Cyclophosphamide","drug","22","cytochrome P450, family 2, subfamily A, polypeptide 6","gene","15"
"Cyclophosphamide","drug","22","GSTP1","gene","15"
"Cyclophosphamide","drug","22","rs2279343","snp","15"
"Cyclophosphamide","drug","22","ERCC2","gene","15"
"Cyclophosphamide","drug","22","NQO1","gene","15"
"Cyclophosphamide","drug","22","CYP3A4","gene","15"
"Cyclophosphamide","drug","22","cytochrome P450, family 3, subfamily A","gene","15"
"Cyclophosphamide","drug","22","Doxorubicin","drug","15"
"Cyclophosphamide","drug","22","Dexamethasone","drug","15"
"Cyclophosphamide","drug","22","Cytarabine","drug","15"
"Cyclophosphamide","drug","22","6-mercaptopurine","drug","15"
"Cyclophosphamide","drug","22","Rituximab","drug","15"
"Cyclophosphamide","drug","22","Bendamustine","drug","15"
"Cyclophosphamide","drug","22","Chlorambucil","drug","15"
"Cyclophosphamide","drug","22","Procarbazine","drug","15"
"Cyclophosphamide","drug","22","Prednisone (CHOP)","drug","15"
"Cyclophosphamide","drug","22","Docetaxel","drug","15"
"Cyclophosphamide","drug","22","Paclitaxel","drug","15"
"Cyclophosphamide","drug","22","Trastuzumab","drug","15"
"Cyclophosphamide","drug","22","Carboplatin","drug","15"
"Cyclophosphamide","drug","22","Dacarbazine","drug","15"
"Cyclophosphamide","drug","22","Ifosfamide","drug","15"
"Cyclophosphamide","drug","22","Cisplatin","drug","15"
"Cyclophosphamide","drug","22","Mycophenolate mofetil","drug","15"
"Cyclophosphamide","drug","22","Azathioprine","drug","15"
"Cyclophosphamide","drug","22","Epatuzumab","drug","15"
"Cyclophosphamide","drug","22","Abetimus sodium","drug","15"
"Cyclophosphamide","drug","22","CTLA-4-Ig","drug","15"
"Cyclophosphamide","drug","22","CYP2A6","gene","15"
"Cyclophosphamide","drug","22","CYP2C19","gene","15"
"Cyclophosphamide","drug","22","CYP2C9","gene","15"
"Cyclophosphamide","drug","22","CYP2E1","gene","15"
"Cyclophosphamide","drug","22","SLC22A16","gene","15"
"Cyclophosphamide","drug","22","C18orf56","gene","15"
"Cyclophosphamide","drug","22","KLC3","gene","15"
"Cyclophosphamide","drug","22","CD3EAP","gene","15"
"Cyclophosphamide","drug","22","DPYD","gene","15"
"Cyclophosphamide","drug","22","ERCC1","gene","15"
"Cyclophosphamide","drug","22","WRAP53","gene","15"
"Cyclophosphamide","drug","22","ALDH1A1","gene","15"
"Cyclophosphamide","drug","22","ALDH3A1","gene","15"
"Cyclophosphamide","drug","22","CLCN6","gene","15"
"Cyclophosphamide","drug","22","ABCB1","gene","15"
"Cyclophosphamide","drug","22","CYBA","gene","15"
"Cyclophosphamide","drug","22","DUX1","gene","15"
